,DataTime,Asia Bond open,Asia Bond high,Asia Bond low,Asia Bond close,Asia Bond volume,Asia Equity open,Asia Equity high,Asia Equity low,Asia Equity close,Asia Equity volume,Creat China Equity open,Creat China Equity high,Creat China Equity low,Creat China Equity close,Creat China Equity volume,EmgMkt Bond open,EmgMkt Bond high,EmgMkt Bond low,EmgMkt Bond close,EmgMkt Bond volume,EmgMkt Equity open,EmgMkt Equity high,EmgMkt Equity low,EmgMkt Equity close,EmgMkt Equity volume,Europe Bond open,Europe Bond high,Europe Bond low,Europe Bond close,Europe Bond volume,Europe Equity open,Europe Equity high,Europe Equity low,Europe Equity close,Europe Equity volume,Global Bond open,Global Bond high,Global Bond low,Global Bond close,Global Bond volume,Global Equity open,Global Equity high,Global Equity low,Global Equity close,Global Equity volume,HY Bond open,HY Bond high,HY Bond low,HY Bond close,HY Bond volume,Multi Asset open,Multi Asset high,Multi Asset low,Multi Asset close,Multi Asset volume,Other Bond open,Other Bond high,Other Bond low,Other Bond close,Other Bond volume,Other Equity open,Other Equity high,Other Equity low,Other Equity close,Other Equity volume,US Bond open,US Bond high,US Bond low,US Bond close,US Bond volume,US Equity open,US Equity high,US Equity low,US Equity close,US Equity volume
0,2005-03-01,0.973766975,0.9811280000000001,0.9698737,0.9865795574153062,1,0.9609270587578796,1.0074582340680218,0.8871638000000001,0.9463742254462238,1,0.9748105708002878,1.0368515313552529,0.9180239,0.9710142813492576,1,0.971685017190736,0.9848485,0.9554809687301106,0.9796895971463212,1,0.9256575449516592,0.9655886,0.8936356,0.9014632047328199,1,0.980217982871142,0.984369247196545,0.9732981690786484,0.9903551890550684,1,0.9637465617501454,0.998065,0.8976967542279131,0.9343515990988316,1,0.9864991626459538,1.0010753000000001,0.9753371840256616,0.9991121333237184,1,0.9731709696996624,0.9869617,0.9481605,0.9454993388264932,1,0.9657259393652718,0.9840745999999999,0.9490452725791788,0.9568807421444292,1,0.9803757068507274,0.9972691606736168,0.968920395765838,0.9717424224814104,1,0.9886126704089816,0.9886126704089816,0.9886126704089816,0.9964826919843908,1,0.9699861128315516,1.028764877433841,0.8699791499599041,0.9434724662307494,1,0.9919366727272728,0.999604,0.9796674000000001,1.0071416055767943,1,0.978079176126336,1.0027854999999999,0.9574719,0.9402037371480644,1
1,2005-04-01,0.9865795574153062,0.9990349595792,0.9784980109151401,0.9926933416036312,1,0.9463742254462238,1.0338555591992933,0.8243773548300201,0.9490668338042232,1,0.9710142813492576,1.0854961467448565,0.8695075414936588,0.9783406960906352,1,0.9796895971463212,1.015099793844905,0.9544000331101864,0.9996216943725872,1,0.9014632047328199,0.97803976843814,0.8465148203569199,0.959530277645783,1,0.9903551890550684,1.003919063974125,0.9751876496406129,0.9530354058595748,1,0.9343515990988316,0.9996704563576512,0.8397761079758117,0.9388545410839351,1,0.9991121333237184,1.0208851655529838,0.9756910363560259,0.9966307230847951,1,0.9454993388264932,0.9887106911129864,0.8973111264652499,0.9657804280119272,1,0.9568807421444292,0.98594522740714,0.9294779520536685,0.9489680443061724,1,0.9717424224814104,0.9957885902480108,0.9508868493598442,0.9792271644434392,1,0.9964826919843908,0.9964826919843908,0.9964826919843908,0.9938066298939568,1,0.9434724662307494,1.086621482499355,0.7763355512352849,0.9763157205262444,1,1.0071416055767943,1.0382261995500002,0.98155678654764,1.0168640104428988,1,0.9402037371480644,0.9960947145869,0.8796530840859301,0.987808266972636,1
2,2005-05-01,0.9926933416036312,1.015119022814441,0.9794696594399788,0.9987636613875374,1,0.9490668338042232,1.1021552623922322,0.7922831078404551,0.964784280199272,1,0.9783406960906352,1.1681605850159102,0.8015079650634097,0.9989049189868786,1,0.9996216943725872,1.0508759709791746,0.9345538311858854,1.018574473940853,1,0.959530277645783,1.0743901825781017,0.8666589592573587,0.9986232501625384,1,0.9530354058595748,0.96987708072484,0.934254372097082,0.9400987450527598,1,0.9388545410839351,1.033292883395642,0.8209154084115613,0.9617013673445604,1,0.9966307230847951,1.0284265463594404,0.9540530986333732,0.9997526630980612,1,0.9657804280119272,1.0441357361643293,0.8952530771212648,0.9796610255720516,1,0.9489680443061724,1.0063303351454418,0.8799741164777539,0.957918414413928,1,0.9792271644434392,1.0178096582904734,0.9491464310118848,0.987158318725052,1,0.9938066298939568,0.9938066298939568,0.9938066298939568,0.9857263859561016,1,0.9763157205262444,1.2182391615399788,0.7490577595057512,1.003142933310373,1,1.0168640104428988,1.0707874649107672,0.98155678654764,1.0231391429608698,1,0.987808266972636,1.0843707199924921,0.8920341431619528,1.0060444652467788,1
3,2005-06-01,0.9987636613875374,1.0232890052457588,0.9839185085801212,0.995776534059968,1,0.964784280199272,1.1500676048813159,0.7475667284622505,1.0075812381537226,1,0.9989049189868786,1.2209672842615544,0.7880552950761924,1.063331417071648,1,1.018574473940853,1.0913699002069006,0.9370460058875087,1.028391089289943,1,0.9986232501625384,1.1458688242299309,0.8775299825786994,1.0624979331289492,1,0.9400987450527598,0.9608340293428776,0.9146067576045238,0.941290525890297,1,0.9617013673445604,1.1105644343443999,0.8220010276550711,1.0133845458735395,1,0.9997526630980612,1.046205367436975,0.9465187445197748,0.9932945131967232,1,0.9796610255720516,1.081669387885802,0.8892500471379359,1.0179529497025186,1,0.957918414413928,1.0320174201151968,0.8712133497321252,0.972476216339244,1,0.987158318725052,1.047916773325603,0.9469027712335716,0.9992701893683148,1,0.9857263859561016,0.9857263859561016,0.9857263859561016,0.9739418147026572,1,1.003142933310373,1.3574129961847967,0.7239979572557104,1.065569949271207,1,1.0231391429608698,1.0939553437378158,0.9806214610857388,1.013405322699013,1,1.0060444652467788,1.1390010999915696,0.8670614689173053,1.05787212057646,1
4,2005-07-01,0.995776534059968,1.0237996264593765,0.9772969338010788,1.0018969998433276,1,1.0075812381537226,1.2972070242363107,0.7273526043240854,1.009097759936687,1,1.063331417071648,1.4883042973191698,0.7432873701158679,1.0258108837858633,1,1.028391089289943,1.111628686935253,0.9359788978960042,1.0371960839559118,1,1.0624979331289492,1.258577283889364,0.8910477176893364,1.0936903604197885,1,0.941290525890297,0.9672855345969606,0.9114504615636146,0.9556442120917,1,1.0133845458735395,1.2310063362668768,0.8297645155230051,1.0414783604990316,1,0.9932945131967232,1.0470803089857623,0.9289290068286371,0.999358694927928,1,1.0179529497025186,1.1608376357206742,0.8968962525027043,1.026004967897693,1,0.972476216339244,1.056192398362999,0.8732350003101785,0.9820347500849108,1,0.9992701893683148,1.0847965274959603,0.9427929713446056,0.9907618919283144,1,0.9739418147026572,0.9739418147026572,0.9739418147026572,0.9509600022854642,1,1.065569949271207,1.582653357927061,0.7041787303752225,1.064623810587523,1,1.013405322699013,1.096059129259358,0.9474532149724132,1.0260975380140314,1,1.05787212057646,1.2396988204405044,0.8880792123361545,1.040446702682113,1
5,2005-08-01,1.0018969998433276,1.0323619698753443,0.9787592632031252,1.0040631762992638,1,1.009097759936687,1.4085770469329877,0.6156277530074051,1.066812704817296,1,1.0258108837858633,1.5171857351912268,0.6723598783090434,1.0491937347013949,1,1.0371960839559118,1.133617225044914,0.9305429196528038,1.0617483241244934,1,1.0936903604197885,1.3935133819424512,0.8852951136239341,1.2234467356954806,1,0.9556442120917,0.9841602453902184,0.9204120462084784,0.9417101385965934,1,1.0414783604990316,1.3334504962572118,0.8210484187250411,1.0844069578472375,1,0.999358694927928,1.0659385394746883,0.9187464118848008,0.9905507995549226,1,1.026004967897693,1.2024622551597648,0.8821060419229665,1.058117409155785,1,0.9820347500849108,1.0809015735709244,0.8732350003101785,0.9761507443935916,1,0.9907618919283144,1.0964906340623668,0.9049727369608876,1.0027634680964264,1,0.9509600022854642,0.9509600022854642,0.9509600022854642,0.9382712440491126,1,1.064623810587523,1.7577896202499337,0.6293921103166517,1.1132244858739917,1,1.0260975380140314,1.1341492665134665,0.948362485822822,1.017574758479406,1,1.040446702682113,1.2496247169861252,0.8570198851955947,1.0548031830722924,1
6,2005-09-01,1.0040631762992638,1.0364184297635757,0.9788620329257616,0.9907869509506468,1,1.066812704817296,1.5831442540826681,0.616271699637051,1.030976502741698,1,1.0491937347013949,1.6120374292098316,0.6462546447372212,0.9654268974225184,1,1.0617483241244934,1.19099288029439,0.9270836263489944,1.047419486873172,1,1.2234467356954806,1.7205058956094077,0.9387834049759332,1.143083917997229,1,0.9417101385965934,0.973127452968444,0.9047530666963728,0.9347920509938594,1,1.0844069578472375,1.4968191525399297,0.8176638306402759,1.035855449357952,1,0.9905507995549226,1.0691890124569627,0.8986617764960712,0.9787625342160474,1,1.058117409155785,1.2819555918936707,0.8838369986090319,1.0225343382568521,1,0.9761507443935916,1.100122813893107,0.8570290923152075,0.9687845992408688,1,1.0027634680964264,1.1325203294560855,0.9041764514496358,0.97890177551237,1,0.9382712440491126,0.9382712440491126,0.9382712440491126,0.9280087256210716,1,1.1132244858739917,2.130556682299932,0.6115069894138385,1.063271226013149,1,1.017574758479406,1.1386114633876367,0.9140896139476709,1.007043917122045,1,1.0548031830722924,1.3019731208928065,0.8522472271569289,1.0275088145809368,1
7,2005-10-01,0.9907869509506468,1.031304844872965,0.9608419659892248,0.9997541177895732,1,1.030976502741698,1.6451797616788972,0.5683237893358496,1.0784959903851683,1,0.9654268974225184,1.561385169600693,0.5574954430522321,1.0515067740163857,1,1.047419486873172,1.198611185352481,0.8979922386909928,1.0587224160897477,1,1.143083917997229,1.7267883228872254,0.8358993152744056,1.2469575218548936,1,0.9347920509938594,0.9729117865893928,0.8955132529681431,0.9139482461804116,1,1.035855449357952,1.4771212294646758,0.7156559538380031,1.0683192036721665,1,0.9787625342160474,1.0664680333391607,0.8790091173541316,0.978134466273814,1,1.0225343382568521,1.2598436526713337,0.8371643066071845,1.060724639196546,1,0.9687845992408688,1.0998694004427991,0.8420426530924376,0.9688704843036122,1,0.97890177551237,1.119138582495265,0.8685760148346875,0.9970360683313958,1,0.9280087256210716,0.9280087256210716,0.9280087256210716,0.9289768131712709,1,1.063271226013149,2.1860329694163307,0.5344640187766753,1.1230239110626608,1,1.007043917122045,1.1407864390049998,0.8935903316742418,1.011300414822643,1,1.0275088145809368,1.307903348063849,0.7980459227794798,1.077123789332659,1
8,2005-11-01,0.9997541177895732,1.051027828117769,0.9637273744130904,1.0170466981392932,1,1.0784959903851683,1.8675893104086008,0.5503784516942545,1.1552510761238275,1,1.0515067740163857,1.8591751286738156,0.5648211531014127,1.1428898418228208,1,1.0587224160897477,1.223782020244883,0.8981719023254335,1.07164951932138,1,1.2469575218548936,1.982088796061133,0.8815394178883882,1.3066287176247997,1,0.9139482461804116,0.9535982667995584,0.8736330403988052,0.9259524594029735,1,1.0683192036721665,1.6443681329586908,0.7116413672535539,1.1150209991566862,1,0.978134466273814,1.0712575412768872,0.8639304663174253,0.9910022486637106,1,1.060724639196546,1.3945574746078269,0.8477463246002068,1.0991433250580085,1,0.9688704843036122,1.11569487131107,0.8259362536750213,0.9792341646424384,1,0.9970360683313958,1.1700837170862373,0.8655149792432071,1.0291231314073084,1,0.9289768131712709,0.9289768131712709,0.9289768131712709,0.9474366102106572,1,1.1230239110626608,2.516753743896685,0.5268584736868126,1.1703847199830508,1,1.011300414822643,1.1498343584886803,0.8935903316742418,1.0212265685779758,1,1.077123789332659,1.4106515811360705,0.8091208848774444,1.0769885798756818,1
9,2005-12-01,1.0170466981392932,1.0800187491118725,0.9733726470944288,1.0398213739983917,1,1.1552510761238275,2.152985845422774,0.5391665821791005,1.2297527096445564,1,1.1428898418228208,2.23391695545154,0.5596584618336045,1.2067724140814369,1,1.07164951932138,1.2609740922624142,0.8880016324238319,1.1017119813945164,1,1.3066287176247997,2.1830807265457954,0.8854809569336508,1.4795880642597925,1,0.9259524594029735,0.9680384899479276,0.8803466059953023,0.9493387420603064,1,1.1150209991566862,1.771735510360235,0.7282643132946827,1.217415859818708,1,0.9910022486637106,1.097561141642902,0.8712117586805952,0.9998482165324728,1,1.0991433250580085,1.5174164541075543,0.8651473352082155,1.163507529562375,1,0.9792341646424384,1.1329510908087643,0.82688996226714,1.003341006099841,1,1.0291231314073084,1.2706006021174328,0.8757227763569035,1.064690237447677,1,0.9474366102106572,0.9474366102106572,0.9474366102106572,0.9723843322146819,1,1.1703847199830508,3.0493854397371423,0.513635379714221,1.2643381447923379,1,1.0212265685779758,1.1840724012642183,0.8952924425380149,1.0203665894294656,1,1.0769885798756818,1.443764023161568,0.7925627923530469,1.1275937754383774,1
